Domain name,Company name,Twitter,Facebook,lighthouse_metrics,contact_details,Domain_valid,Twitter_valid,Facebook_valid,twitter_details,security_score,response_time
chateau-jaubertie.com,Chateau de la Jaubertie,unknown,unknown,"{'mobile': {'performance': 0.71, 'accessibility': 0.91, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.63, 'accessibility': 0.91, 'best-practices': 1, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},40,0.479746
restaurant-lesterrasses.com,Les Terrasses,unknown,unknown,"{'mobile': {'performance': 0.2, 'accessibility': 0.92, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.35, 'accessibility': 0.92, 'best-practices': 1, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,0.905053
auboutdelalangue.com,Au bout de la langue,unknown,auboutdelalangue,"{'mobile': {'performance': 0.12, 'accessibility': 0.71, 'best-practices': 0.57, 'seo': 0.85}, 'desktop': {'performance': 0.21, 'accessibility': 0.71, 'best-practices': 0.79, 'seo': 0.85}}","{'emails': set(), 'phones': {'26/02/2018', '25/02/2016', '18/05/2018', '27/06/2018', '12/03/2018', '14/10/2018', '09/02/2018', '29/04/2016', '24/10/2017', '12/12/2017', '27/02/2017', '17/07/2018', '19/03/2018', '12/02/2018', '19/07/2016', '26/04/2017', '18/02/2018', '15/03/2017', '08/08/2016', '15/06/2016', '10/07/2018', '05/03/2018', '09/10/2017', '01/06/2018', '02/05/2018', '05/08/2018', '04/02/2018', '16/01/2018', '10/04/2016', '13/03/2016', '24/01/2017', '04/05/2016', '06/02/2017', '23/03/2018', '09/10/2016', '15/06/2018', '27/07/2018', '05/01/2017', '27/03/2018', '29/08/2018'}}",True,True,True,{},15,2.09438
smartbeer.ch,SmartBeer,unknown,smartbeer.ch,"{'mobile': {'performance': 0.66, 'accessibility': 0.83, 'best-practices': 1, 'seo': 0.85}, 'desktop': {'performance': 0.7, 'accessibility': 0.83, 'best-practices': 1, 'seo': 0.85}}","{'emails': set(), 'phones': set()}",True,True,True,{},45,0.261608
domaine-allemand.com,Tous droits réservés – Domaine Allemand,domaineallemand,domaineallemand,"{'mobile': {'performance': 0.4, 'accessibility': 0.8, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.43, 'accessibility': 0.8, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': {'domaineallemand@orange.fr'}, 'phones': {'+334925440', '+33492544020'}}",True,True,True,{},75,0.37903
clevercoffee.dk,CleverCoffee,clevercoffeedk,clevercoffee,"{'mobile': {'performance': 0.53, 'accessibility': 0.89, 'best-practices': 0.93, 'seo': 0.92}, 'desktop': {'performance': 0.57, 'accessibility': 0.89, 'best-practices': 0.93, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,0.606239
sheheraz.com,Palais Sheherazade,unknown,unknown,unknown,"{'emails': set(), 'phones': set()}",True,True,True,{},0,0.6032
postinfo.net,PostInfo,postinfo_intl,unknown,"{'mobile': {'performance': 0.23, 'accessibility': 0.77, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.23, 'accessibility': 0.77, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': set(), 'phones': {'04/12/2019'}}",True,True,True,"{'tweets': 1112, 'following': 520, 'followers': 72, 'likes': 22, 'media': 0}",5,2.459441
marcheduvillage.com,Marché Du Village,unknown,marcheduvillage,"{'mobile': {'performance': 0.38, 'accessibility': 0.76, 'best-practices': 0.75, 'seo': 0.85}, 'desktop': {'performance': 0.41, 'accessibility': 0.76, 'best-practices': 0.75, 'seo': 0.85}}","{'emails': set(), 'phones': {'450293.6115'}}",True,True,True,{},0,0.650502
wlaps.com,Wlaps,wlapstravel,wlapstravel,"{'mobile': {'performance': 0.71, 'accessibility': 0.89, 'best-practices': 0.75, 'seo': 1}, 'desktop': {'performance': 0.87, 'accessibility': 0.89, 'best-practices': 0.75, 'seo': 1}}","{'emails': set(), 'phones': {'22,2023123...41'}}",True,True,True,"{'tweets': 961, 'following': 374, 'followers': 262, 'likes': 1951, 'media': 0}",0,0.236134
lydianeautourdumonde.com,Lydiane autour du monde,unknown,lydianeautourdumonde,"{'mobile': {'performance': 0.65, 'accessibility': 0.89, 'best-practices': 0.93, 'seo': 1}, 'desktop': {'performance': 0.65, 'accessibility': 0.89, 'best-practices': 0.93, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,0.65168
unoeilensalle.fr,Un oeil en salle,unoeilensalle,unoeilensalle,"{'mobile': {'performance': 0.34, 'accessibility': 0.86, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.35, 'accessibility': 0.86, 'best-practices': 1, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,"{'tweets': 1239, 'following': 521, 'followers': 1057, 'likes': 427, 'media': 0}",Failed to initiate scan: 502,19.136774
lesmoustachesenvadrouille.com,Les moustaches en vadrouille,unknown,lesmoustachesenvadrouille,"{'mobile': {'performance': 0.47, 'accessibility': 0.92, 'best-practices': 1, 'seo': 0.85}, 'desktop': {'performance': 0.44, 'accessibility': 0.92, 'best-practices': 1, 'seo': 0.85}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,1.96286
chateau-giscours.com,Château Giscours,giscours_gcc,chateaugiscours,"{'mobile': {'performance': 0.55, 'accessibility': 0.81, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.58, 'accessibility': 0.81, 'best-practices': 1, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},20,1.135295
bralima.net,Bralima,unknown,bralima.sarl,"{'mobile': {'performance': 0.41, 'accessibility': 0.8, 'best-practices': 0.86, 'seo': 0.83}, 'desktop': {'performance': 0.57, 'accessibility': 0.8, 'best-practices': 0.86, 'seo': 0.83}}","{'emails': {'contact.bralima@heineken.com'}, 'phones': {'4.307837819874031,15', '+2439700001621,'}}",True,True,True,{},30,0.597434
ludikquebec.com,LudikQuebec,unknown,ludikquebec,"{'mobile': {'performance': 0.48, 'accessibility': 0.93, 'best-practices': 0.79, 'seo': 1}, 'desktop': {'performance': 0.42, 'accessibility': 0.93, 'best-practices': 0.79, 'seo': 1}}","{'emails': set(), 'phones': {'04/09/2024', '04/03/2024', '01/15/2024', '03/29/2024', '01/24/2024', '02/19/2024', '01/18/2024', '01/10/2024', '03/01/2024', '01/11/2024', '02/05/2024', '01/16/2024', '02/12/2024', '03/25/2024', '03/10/2024'}}",True,True,True,{},0,0.489783
leffetboeuf.bzh,L'Effet Boeuf,unknown,leffetboeufdouarnenez,"{'mobile': {'performance': 0.45, 'accessibility': 0.96, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.54, 'accessibility': 0.96, 'best-practices': 1, 'seo': 1}}","{'emails': set(), 'phones': {'+33298986326', '91286550800010', '0298986326'}}",True,True,True,{},30,0.170803
hoteldunord-ardeche.com,,unknown,unknown,"{'mobile': {'performance': 0.62, 'accessibility': 0.91, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.53, 'accessibility': 0.91, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': set(), 'phones': {'+33(0)475388009', '+33(0)4753880'}}",True,True,True,{},0,1.044518
lewebde.com,Lewebde,lewebde,lewebde,"{'mobile': {'performance': 0.86, 'accessibility': 0.89, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.82, 'accessibility': 0.89, 'best-practices': 1, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},55,0.305106
lepiratedelaval.ca,Le Pirate de Laval,unknown,lepiratedelaval,"{'mobile': {'performance': 0.21, 'accessibility': 0.82, 'best-practices': 0.54, 'seo': 0.85}, 'desktop': {'performance': 0.42, 'accessibility': 0.82, 'best-practices': 0.54, 'seo': 0.85}}","{'emails': set(), 'phones': {'17967119026726550'}}",True,True,True,{},25,1.123582
campingsablesvignierplage.com,Sables vignier par Tuvedlacom,unknown,camping-les-sables-vigniers-plage-101623633226429,"{'mobile': {'performance': 0.96, 'accessibility': 0.93, 'best-practices': 0.93, 'seo': 0.92}, 'desktop': {'performance': 0.96, 'accessibility': 0.93, 'best-practices': 0.93, 'seo': 0.85}}","{'emails': {'accueil@campingsablesvignierplage.com'}, 'phones': {'05.46.76.52', '05.46.76.52.31'}}",True,True,False,{},30,0.175684
clipimage.net,CLIPIMAGE,unknown,unknown,"{'mobile': {'performance': 0.29, 'accessibility': 0.94, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.26, 'accessibility': 0.94, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': {'clipimage@laposte.net'}, 'phones': {'0682297260.', '0682297260'}}",True,True,True,{},0,0.15657
bancel-charcuterie.com,Bancel Charcuterie,unknown,unknown,"{'mobile': {'performance': 0.72, 'accessibility': 0.93, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.84, 'accessibility': 0.93, 'best-practices': 1, 'seo': 0.92}}","{'emails': {'charcuteriebancel@gmail.com'}, 'phones': {'0475022047', '0475726795.', '0475726795'}}",True,True,True,{},25,0.226936
microleprospecteur.ca,Microbrasserie Le Prospecteur,unknown,unknown,"{'mobile': {'performance': 0.35, 'accessibility': 0.83, 'best-practices': 0.79, 'seo': 1}, 'desktop': {'performance': 0.43, 'accessibility': 0.79, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': set(), 'phones': {'819874-3377', '29.75/30.50'}}",True,True,True,{},25,1.435832
moulin7.com,Microbrasserie Moulin 7,unknown,moulin7microbrasserie,"{'mobile': {'performance': 0.52, 'accessibility': 1, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.53, 'accessibility': 1, 'best-practices': 1, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},25,0.672802
alimentation-integrative.fr,Gabriella Tamas,unknown,unknown,"{'mobile': {'performance': 0.43, 'accessibility': 0.88, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.34, 'accessibility': 0.88, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},25,1.637295
lesfeetardes.fr,Les Féetardes,unknown,les.feetardes,"{'mobile': {'performance': 0.35, 'accessibility': 0.86, 'best-practices': 0.93, 'seo': 0.85}, 'desktop': {'performance': 0.58, 'accessibility': 0.86, 'best-practices': 0.93, 'seo': 0.85}}","{'emails': set(), 'phones': {'0983772854'}}",True,True,True,{},Failed to initiate scan: 502,0.159699
gagygnole.ch,Gagygnole,unknown,gagygnole,"{'mobile': {'performance': 0.4, 'accessibility': 0.88, 'best-practices': 0.79, 'seo': 1}, 'desktop': {'performance': 0.54, 'accessibility': 0.88, 'best-practices': 0.79, 'seo': 1}}","{'emails': {'info@gagygnole.ch'}, 'phones': set()}",True,True,True,{},75,0.38148
jeangilletta.com,Jeangilletta,unknown,unknown,unknown,"{'emails': set(), 'phones': set()}",True,True,True,{},0,0.367854
abacai.fr,Abaçai,abacai_fr,abacai.fr,"{'mobile': {'performance': 0.77, 'accessibility': 0.88, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.76, 'accessibility': 0.88, 'best-practices': 1, 'seo': 0.92}}","{'emails': {'INFO@LECOMPTOIRDETOAMASINA.FR'}, 'phones': {'+33374096541'}}",True,True,True,"{'tweets': 295, 'following': 0, 'followers': 1, 'likes': 2, 'media': 0}",20,0.25433
zecamp.fr,Zecamp Vercors,unknown,loiszecamp,"{'mobile': {'performance': 0.56, 'accessibility': 0.85, 'best-practices': 1, 'seo': 0.85}, 'desktop': {'performance': 0.53, 'accessibility': 0.85, 'best-practices': 1, 'seo': 0.85}}","{'emails': set(), 'phones': {'0.2460940""', '06.47.57.74.48', '594.714844840.792969', '0.246094840.792969', '594.7148440'}}",True,True,True,{},0,1.080696
boutiquephotographique.com,Boutiquephotographique,boutiquephotog1,boutiquephotographique,"{'mobile': {'performance': 0.55, 'accessibility': 0.85, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.58, 'accessibility': 0.85, 'best-practices': 1, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},35,0.624856
boutiquelecargo.com,Boutique Le Cargo,unknown,boutique-le-cargo-793207994109447,"{'mobile': {'performance': 0.34, 'accessibility': 0.77, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.47, 'accessibility': 0.77, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': set(), 'phones': {'1844637-6337'}}",True,True,False,{},25,0.587642
leclosmirande.fr,Le Clos Mirande,unknown,leclosmirande,"{'mobile': {'performance': 0.61, 'accessibility': 0.86, 'best-practices': 0.93, 'seo': 1}, 'desktop': {'performance': 0.64, 'accessibility': 0.86, 'best-practices': 0.93, 'seo': 1}}","{'emails': {'contact@leclosmirande.com'}, 'phones': {'0557745016'}}",True,True,True,{},30,1.684951
legrandrefectoire.com,Restaurant Grand Hôtel-Dieu Lyon,unknown,legrandrefectoire,"{'mobile': {'performance': 0.57, 'accessibility': 0.86, 'best-practices': 1, 'seo': 0.85}, 'desktop': {'performance': 0.55, 'accessibility': 0.86, 'best-practices': 1, 'seo': 0.92}}","{'emails': {'info@legrandrefectoire.com'}, 'phones': {'0472418496'}}",True,True,True,{},0,1.364416
aux-retrouvailles.com,Aux retrouvailles,unknown,aux.retrouvailles.crea,"{'mobile': {'performance': 0.39, 'accessibility': 0.83, 'best-practices': 0.71, 'seo': 1}, 'desktop': {'performance': 0.35, 'accessibility': 0.83, 'best-practices': 0.71, 'seo': 1}}","{'emails': {'TORPES06-59-13-00-52contact@aux-retrouvailles.com', 'contact@aux-retrouvailles.com'}, 'phones': {'06-59-13-00-52', '06-59-13-00'}}",True,True,True,{},0,1.984176
veirmagazine.com,Veìr Magazine,veirmagazine,veirmagazine,"{'mobile': {'performance': 0.11, 'accessibility': 0.8, 'best-practices': 0.75, 'seo': 1}, 'desktop': {'performance': 0.11, 'accessibility': 0.8, 'best-practices': 0.75, 'seo': 1}}","{'emails': {'hello@veirmagazine.com'}, 'phones': {'2023)17,00', '2024)20,00', '2023)20,00'}}",True,True,True,"{'tweets': 307, 'following': 128, 'followers': 97, 'likes': 206, 'media': 0}",0,1.721261
alleatone.fr,All Eat One,unknown,alleatone,"{'mobile': {'performance': 0.33, 'accessibility': 0.87, 'best-practices': 0.75, 'seo': 0.58}, 'desktop': {'performance': 0.26, 'accessibility': 0.87, 'best-practices': 0.75, 'seo': 0.58}}","{'emails': set(), 'phones': {'0184202461'}}",True,True,True,{},0,0.859084
lebarteleur.com,LE BARTELEUR,unknown,unknown,"{'mobile': {'performance': 0.18, 'accessibility': 0.9, 'best-practices': 0.96, 'seo': 1}, 'desktop': {'performance': 0.18, 'accessibility': 0.9, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,1.971897
la-croix-gites.fr,La Croix gîtes pour réunions familles,unknown,unknown,"{'mobile': {'performance': 0.35, 'accessibility': 0.8, 'best-practices': 0.82, 'seo': 0.92}, 'desktop': {'performance': 0.32, 'accessibility': 0.8, 'best-practices': 0.82, 'seo': 0.92}}","{'emails': set(), 'phones': {'+33(0)545893587', '+33(0)5458935'}}",True,True,True,{},25,3.773679
maison-burgarella.fr,Maison Burgarella,unknown,maisonburgarella,"{'mobile': {'performance': 0.47, 'accessibility': 0.86, 'best-practices': 0.93, 'seo': 1}, 'desktop': {'performance': 0.55, 'accessibility': 0.86, 'best-practices': 0.93, 'seo': 1}}","{'emails': set(), 'phones': {'0565440330'}}",True,True,True,{},0,5.925664
lespigeonsdemesquer.com,Les Pigeons de Mesquer,unknown,unknown,"{'mobile': {'performance': 0.26, 'accessibility': 0.88, 'best-practices': 1, 'seo': 0.92}, 'desktop': {'performance': 0.28, 'accessibility': 0.88, 'best-practices': 1, 'seo': 0.85}}","{'emails': {'pigeonsdemesquer@orange.fr', '02.40.70.99.23lavolieredemesquer@gmail.com', 'lavolieredemesquer@gmail.com'}, 'phones': {'02.40.70.99.23', '02.40.70.99', '02.51.10.17', '02.51.10.17.94'}}",True,True,True,{},25,1.449185
lebiodejeanne.com,Le bio de Jeanne,unknown,unknown,"{'mobile': {'performance': 0.53, 'accessibility': 0.86, 'best-practices': 1, 'seo': 0.85}, 'desktop': {'performance': 0.53, 'accessibility': 0.86, 'best-practices': 1, 'seo': 0.85}}","{'emails': set(), 'phones': {'0556578971'}}",True,True,True,{},25,0.849571
green2green.com,Green 2 Green,unknown,green2greenfr,"{'mobile': {'performance': 0.08, 'accessibility': 0.72, 'best-practices': 0.79, 'seo': 1}, 'desktop': {'performance': 0.09, 'accessibility': 0.72, 'best-practices': 0.79, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},0,1.440409
traiteur-touraine.fr,Rousseau Traiteur,unknown,unknown,"{'mobile': {'performance': 0.4, 'accessibility': 0.86, 'best-practices': 0.93, 'seo': 0.92}, 'desktop': {'performance': 0.47, 'accessibility': 0.86, 'best-practices': 0.93, 'seo': 0.92}}","{'emails': set(), 'phones': set()}",True,True,True,{},25,3.243282
uvavinhos.com.br,Uva Vinhos,unknown,uvavinhos,"{'mobile': {'performance': 0.12, 'accessibility': 0.65, 'best-practices': 0.57, 'seo': 0.92}, 'desktop': {'performance': 0.11, 'accessibility': 0.65, 'best-practices': 0.57, 'seo': 0.92}}","{'emails': {'contato@uvavinhos.com.br', 'Fretecontato@uvavinhos.com.br'}, 'phones': {'20212021750', '(11)99964-6174'}}",True,True,True,{},30,0.541667
bonbouquetcafe.fr,Bon Bouquet Café,unknown,unknown,"{'mobile': {'performance': 0.27, 'accessibility': 0.79, 'best-practices': 0.96, 'seo': 1}, 'desktop': {'performance': 0.26, 'accessibility': 0.79, 'best-practices': 0.96, 'seo': 1}}","{'emails': {'contact@thehungryfamily.com'}, 'phones': set()}",True,True,True,{},20,0.458821
lecolletdauron.fr,Le Collet d'Auron,unknown,unknown,"{'mobile': {'performance': 0.47, 'accessibility': 0.78, 'best-practices': 0.71, 'seo': 0.92}, 'desktop': {'performance': 0.46, 'accessibility': 0.78, 'best-practices': 0.71, 'seo': 0.92}}","{'emails': {'00colletdauron@orange.fr', 'colletdauron@orange.fr'}, 'phones': {'0493232900', '1522412606571.', '184541543-'}}",True,True,True,{},0,0.517164
legalloromain.fr,Le Gallo Romain,unknown,le-gallo-romain-729767860814232,"{'mobile': {'performance': 0.52, 'accessibility': 0.7, 'best-practices': 0.75, 'seo': 0.92}, 'desktop': {'performance': 0.56, 'accessibility': 0.7, 'best-practices': 0.75, 'seo': 0.92}}","{'emails': {'legalloromain.autun@gmail.com'}, 'phones': {'+33)03855213', '+33)0385521387'}}",True,True,False,{},0,2.224168
vineaste.com,Vineaste,unknown,unknown,"{'mobile': {'performance': 0.45, 'accessibility': 0.69, 'best-practices': 1, 'seo': 0.85}, 'desktop': {'performance': 0.5, 'accessibility': 0.69, 'best-practices': 1, 'seo': 0.85}}","{'emails': set(), 'phones': {'+324967004', '+32496700479'}}",True,True,True,{},0,0.417833
mamma-tutti.fr,Mamma tutti,unknown,unknown,"{'mobile': {'performance': 0.47, 'accessibility': 0.86, 'best-practices': 1, 'seo': 0.85}, 'desktop': {'performance': 0.51, 'accessibility': 0.86, 'best-practices': 1, 'seo': 0.85}}","{'emails': set(), 'phones': {'0556635576'}}",True,True,True,{},5,1.876371
maison-perla.fr,Maison Perla,unknown,unknown,"{'mobile': {'performance': 0.55, 'accessibility': 0.69, 'best-practices': 0.71, 'seo': 0.92}, 'desktop': {'performance': 0.6, 'accessibility': 0.69, 'best-practices': 0.71, 'seo': 0.92}}","{'emails': set(), 'phones': {'0487613852', '04.87.61.38.52'}}",True,True,True,{},45,0.227211
lepanierdor.fr,Le panier d'or,unknown,unknown,"{'mobile': {'performance': 0.56, 'accessibility': 0.89, 'best-practices': 0.96, 'seo': 1}, 'desktop': {'performance': 0.65, 'accessibility': 0.85, 'best-practices': 0.96, 'seo': 1}}","{'emails': {'lepanierdor.toulouse@gmail.com'}, 'phones': {'0648170839', '056124542806481708390,00', '05612454280648170839', '0561245428', '064817083905612454', '056124542806481708'}}",True,True,True,{},30,0.261344
abestit.fr,L'ABESTIT,l_abestit,labestit.fr,unknown,"{'emails': set(), 'phones': set()}",True,True,True,{},45,1.44359
consul.ch,Cave du Consul,unknown,caveduconsul,"{'mobile': {'performance': 0.32, 'accessibility': 0.86, 'best-practices': 0.68, 'seo': 1}, 'desktop': {'performance': 0.46, 'accessibility': 0.86, 'best-practices': 0.68, 'seo': 1}}","{'emails': set(), 'phones': {'0218252801'}}",True,True,True,{},40,0.47205
gruppomimo.com,GRUPPOMIMO,unknown,unknown,"{'mobile': {'performance': 0.31, 'accessibility': 0.89, 'best-practices': 0.79, 'seo': 1}, 'desktop': {'performance': 0.33, 'accessibility': 0.89, 'best-practices': 0.79, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},50,0.388378
patisserieteemuaura.fi,Patisserie Teemu Aura,unknown,patisserieteemuaura,"{'mobile': {'performance': 0.42, 'accessibility': 0.84, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.35, 'accessibility': 0.84, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': {'lauttasaari@patisserieteemuaura.fi', 'porvoo@patisserieteemuaura.fi', 'hakaniemi@patisserieteemuaura.fi', 'punavuori@patisserieteemuaura.fi', 'aleksanterinkatu@patisserieteemuaura.fi', 'myynti@patisserieteemuaura.fi'}, 'phones': {'+358503653200', '+358505548441', '1.7.-10.8.2024', '+358449016456', '+358449014787', '24.6.-2.8.2024', '+358505399109', '+358505231523'}}",True,True,True,{},75,1.975171
monboum.fr,Mon Boum,unknown,unknown,"{'mobile': {'performance': 0.31, 'accessibility': 0.67, 'best-practices': 0.71, 'seo': 0.77}, 'desktop': {'performance': 0.35, 'accessibility': 0.73, 'best-practices': 0.75, 'seo': 0.85}}","{'emails': {'franchise@monboum.fr'}, 'phones': set()}",True,True,True,{},0,0.678718
jachetealabaule.fr,,unknown,unknown,unknown,"{'emails': set(), 'phones': set()}",True,True,True,{},45,0.344899
hanaki.fr,Hanaki,unknown,sushihanakiofficiel,"{'mobile': {'performance': 0.34, 'accessibility': 0.87, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.37, 'accessibility': 0.87, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': set(), 'phones': {'0415828888'}}",True,True,True,{},25,0.247145
lottoman27.fr,,unknown,unknown,"{'mobile': {'performance': 0.26, 'accessibility': 0.84, 'best-practices': 0.96, 'seo': 0.85}, 'desktop': {'performance': 0.28, 'accessibility': 0.84, 'best-practices': 0.96, 'seo': 0.85}}","{'emails': set(), 'phones': {'0232281882', '0232281882.0'}}",True,True,True,{},Failed to initiate scan: 502,2.20781
comm-in-lot.fr,Comm'in Lot,unknown,unknown,"{'mobile': {'performance': 0.39, 'accessibility': 0.78, 'best-practices': 0.96, 'seo': 0.82}, 'desktop': {'performance': 0.35, 'accessibility': 0.78, 'best-practices': 0.96, 'seo': 0.82}}","{'emails': set(), 'phones': {'30/08/202026/09/2022', '03/05/202126/09', '30/08/202026/09', '25/09/202026/09', '25/09/202026/09/2022', '03/05/202126/09/2022'}}",True,True,True,{},5,1.214934
baanmeh.fr,Baan Meh,unknown,unknown,"{'mobile': {'performance': 0.39, 'accessibility': 0.81, 'best-practices': 0.89, 'seo': 0.85}, 'desktop': {'performance': 0.38, 'accessibility': 0.81, 'best-practices': 0.89, 'seo': 0.85}}","{'emails': set(), 'phones': {'0780908001'}}",True,True,True,{},0,0.272367
beaujolaisandco.fr,Beaujolaisandco,unknown,beaujolaisandco,"{'mobile': {'performance': 0.38, 'accessibility': 0.87, 'best-practices': 0.96, 'seo': 1}, 'desktop': {'performance': 0.37, 'accessibility': 0.87, 'best-practices': 0.96, 'seo': 1}}","{'emails': {'bonjour@beaujolaisandco.fr'}, 'phones': set()}",True,True,True,{},0,0.364094
amasiam.com,Amasiam,unknown,unknown,"{'mobile': {'performance': 0.59, 'accessibility': 0.71, 'best-practices': 0.96, 'seo': 0.92}, 'desktop': {'performance': 0.56, 'accessibility': 0.71, 'best-practices': 0.96, 'seo': 0.92}}","{'emails': set(), 'phones': {'0951666079'}}",True,True,True,{},25,1.364185
lamerenda.fr,La Merenda by Dominique Le Stanc,unknown,unknown,unknown,"{'emails': set(), 'phones': set()}",True,True,True,{},0,0.304415
grandchampagnehelsinki.fi,Grand Champagne Helsinki,ceestashop,grandchampagnehelsinki,"{'mobile': {'performance': 0.42, 'accessibility': 0.86, 'best-practices': 0.79, 'seo': 0.92}, 'desktop': {'performance': 0.41, 'accessibility': 0.86, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': set(), 'phones': {'27.4.2024,', '25.-27.4.202425.4.2024', '2024-04-21', '00)27.4.2024', '00)26.4.2024', '12.00-20.00', '15.00-21.00', '16.00-21.00'}}",True,True,True,{},0,1.155623
lileauxburgers.com,L'Île aux burgers,unknown,unknown,"{'mobile': {'performance': 0.41, 'accessibility': 0.83, 'best-practices': 0.82, 'seo': 0.92}, 'desktop': {'performance': 0.4, 'accessibility': 0.83, 'best-practices': 0.79, 'seo': 0.92}}","{'emails': {'direction@lileauxburgers.com'}, 'phones': {'0366190981'}}",True,True,True,{},25,2.058234
ma-sauce-burger.com,Ma Sauce Burger,unknown,unknown,"{'mobile': {'performance': 0.98, 'accessibility': 0.91, 'best-practices': 1, 'seo': 1}, 'desktop': {'performance': 0.96, 'accessibility': 0.91, 'best-practices': 1, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,{},65,0.576331
rmana.fr,MANA,unknown,unknown,"{'mobile': {'performance': 0.35, 'accessibility': 0.89, 'best-practices': 0.75, 'seo': 1}, 'desktop': {'performance': 0.21, 'accessibility': 0.89, 'best-practices': 0.96, 'seo': 1}}","{'emails': {'contact@rmana.fr'}, 'phones': {'0164520909'}}",True,True,True,{},45,4.18612
frenchsmoker.fr,French Smoker,frenchsmokerf,frenchsmoker.fr,"{'mobile': {'performance': 0.31, 'accessibility': 0.86, 'best-practices': 0.57, 'seo': 1}, 'desktop': {'performance': 0.29, 'accessibility': 0.86, 'best-practices': 0.57, 'seo': 1}}","{'emails': set(), 'phones': set()}",True,True,True,"{'tweets': 2127, 'following': 21, 'followers': 52, 'likes': 21, 'media': 0}",0,1.767781
lagrilladeniko.eu,La Grillade chez Nikos,unknown,lagrilladeniko.be,"{'mobile': {'performance': 0.82, 'accessibility': 0.78, 'best-practices': 0.96, 'seo': 0.91}, 'desktop': {'performance': 0.8, 'accessibility': 0.78, 'best-practices': 0.96, 'seo': 0.91}}","{'emails': set(), 'phones': set()}",True,True,True,{},10,0.35012
hotel-restaurant-lacharbonnade.lu,La Charbonnade,unknown,unknown,"{'mobile': {'performance': 0.35, 'accessibility': 0.89, 'best-practices': 0.79, 'seo': 0.85}, 'desktop': {'performance': 0.41, 'accessibility': 0.89, 'best-practices': 0.79, 'seo': 0.77}}","{'emails': {'contact@hotel-restaurant-lacharbonnade.lu'}, 'phones': {'+352272804', '+35227280434'}}",True,True,True,{},0,3.773373
hoba.paris,Hoba,unknown,hoba.paris17,unknown,"{'emails': set(), 'phones': set()}",True,True,True,{},25,0.227871
nasti.vin,Nasti Marchand de Vin,unknown,unknown,"{'mobile': {'performance': 0.25, 'accessibility': 0.85, 'best-practices': 0.75, 'seo': 0.92}, 'desktop': {'performance': 0.4, 'accessibility': 0.85, 'best-practices': 0.75, 'seo': 0.92}}","{'emails': {'contact@nasti.vin'}, 'phones': {'0389465035'}}",True,True,True,{},25,0.732642
